Zielobjekt,Gefährdung,Eintrittshäufigkeit ohne zusätzliche Maßnahmen,Auswirkung ohne zusätzliche Maßnahmen,Risiko ohne zusätzliche Maßnahmen,Risikobehandlungs-option,Erläuterung zur Risikobehandlung,Eintrittshäufigkeit mit zusätzlichen Maßnahmen,Auswirkung mit zusätzlichen Maßnahmen,Risiko mit zusätzlichen Maßnahmen
L001 - L009,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
L001 - L009,G 0.39 Schadprogramme,mittel,beträchtlich,mittel,Risikoreduktion,"Diese Gefährdungen treten insbesondere auch aufgrund von Leichtfertigkeit oder anderen Fehlern der Benutzer auf,  deshalb ist eine grundsätzliche Sensibilisierungsmaßnahme zu den Gefahren durch Schadsoftware, Phishing, Social Engineering etc. geplant. ",selten,beträchtlich,mittel
L001 - L009,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird  das verbleibende Restrisiko für vertretbar gehalten.,,,
N001,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N001,G 0.11 Ausfall oder Störung von Dienstleistern,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,existenzbedrohend,mittel
N001,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N001,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N001,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N001,G 0.25 Ausfall von Geräten oder Systemen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N001,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N001,G 0.27 Ressourcenmangel,mittel,existenzbedrohend,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N001,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N001,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoakzeptanz,Es dürfen nur berechtigte Administratoren auf den Router zugreifen. Diesen Administratoren wird vertraut. Das Restrisikio wird als vertretbar eingeschätzt.,,,
N001,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N001,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N001,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.40 Verhinderung von Diensten (Denial of Service),selten,existenzbedrohend,mittel,Risikoreduktion,Es soll ein redunanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N001,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N001,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.8 Ausfall oder Störung der Stromversorgung,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Stromversorgung geschaffen werden.,selten,beträchtlich,mittel
N002,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.14 Ausspähen von Informationen (Spionage),selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.18 Fehlplanung oder fehlende Anpassung,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
N002,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
N002,G 0.24 Zerstörung von Geräten oder Datenträgern,selten,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.25 Ausfall von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.27 Ressourcenmangel,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.32 Missbrauch von Berechtigungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.39 Schadprogramme,mittel,beträchtlich,mittel,Risikoreduktion,Es wird eine P-A-P-Strutkur aufgebaut.,selten,beträchtlich,mittel
N002,G 0.40 Verhinderung von Diensten (Denial of Service),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Firewall angeschafft werden.,selten,beträchtlich,mittel
N002,G 0.41 Sabotage,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N002,G 0.46 Integritätsverlust schützenswerter Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,selten,beträchtlich,mittel,Risikoreduktion,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.11 Ausfall oder Störung von Dienstleistern,selten,beträchtlich,mittel,Risikoreduktion,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N003,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N003,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N003,G 0.25 Ausfall von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.27 Ressourcenmangel,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoakzeptanz,Es dürfen nur berechtigte Administratoren auf die Switche zugreifen. Diesen Administratoren wird vertraut. Das Restrisikio wird als vertretbar eingeschätzt.,,,
N003,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N003,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N003,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.40 Verhinderung von Diensten (Denial of Service),selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N003,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N004,G 0.11 Ausfall oder Störung von Dienstleistern,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,existenzbedrohend,mittel
N004,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N004,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N004,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N004,G 0.25 Ausfall von Geräten oder Systemen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N004,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N004,G 0.27 Ressourcenmangel,mittel,existenzbedrohend,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N004,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N004,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoakzeptanz,Es dürfen nur berechtigte Administratoren auf den Router zugreifen. Diesen Administratoren wird vertraut. Das Restrisikio wird als vertretbar eingeschätzt.,,,
N004,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N004,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N004,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.40 Verhinderung von Diensten (Denial of Service),selten,existenzbedrohend,mittel,Risikoreduktion,Es soll ein redunanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N004,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N004,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.11 Ausfall oder Störung von Dienstleistern,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N006,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N006,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N006,G 0.25 Ausfall von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.28 Software-Schwachstellen oder -Fehler,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoakzeptanz,Es dürfen nur berechtigte Administratoren auf die Switche zugreifen. Diesen Administratoren wird vertraut. Das Restrisikio wird als vertretbar eingeschätzt.,,,
N006,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N006,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N006,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N006,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
